Timestamp,Open,Close,High,Low,Volume
1514736000.0,13258.0,13544.0,13588.0,13258.0,739.11146498
1514736300.0,13548.0,13637.0,13675.0,13541.0,496.6099082
1514736600.0,13637.0,13800.0,13801.0,13621.0,575.4620794
1514736900.0,13800.0,13790.0,13957.0,13778.0,1217.69135081
1514737200.0,13790.0,13834.72765169,13858.0,13722.0,340.35931868
1514737500.0,13832.0,13797.0,13854.0,13751.0,213.66871875
1514737800.0,13799.0,13950.0,13999.0,13797.0,414.76132776
1514738100.0,13951.0,14000.0,14000.0,13876.0,494.22799215
1514738400.0,13999.0,14021.0,14100.0,13938.0,1661.17633824
1514738700.0,14020.0,13924.0,14042.0,13912.767858,306.26016046
1514739000.0,13924.0,13978.0,14027.0,13888.0,306.58050018
1514739300.0,13963.0,13961.0,14000.0,13880.0,166.22096463
1514739600.0,13954.0,13872.0,13995.0,13828.0,254.11021438
1514739900.0,13866.0,13808.3140434,13922.0,13806.0,121.76918353
1514740200.0,13808.3140434,13717.0,13818.0,13712.0,217.6257936
1514740500.0,13716.0,13866.0,13866.0,13682.0,224.64158928
1514740800.0,13866.0,13927.0,13934.0,13852.0,185.96316383
1514741100.0,13927.0,13891.0,13955.0,13833.0,138.43875306
1514741400.0,13894.0,13836.0,13898.0,13823.0,109.24712664
1514741700.0,13840.0,13905.0,13933.0,13840.0,172.24088376
1514742000.0,13905.0,13963.0,13975.0,13869.0,170.36709346
1514742300.0,13969.0,13817.0,13971.0,13773.0,166.19622002
1514742600.0,13818.0,13800.0,13878.0,13791.50538357,82.16661905
1514742900.0,13800.0,13862.0,13885.15363115,13799.0,111.09611763
1514743200.0,13863.0,13920.0,13960.0,13838.0,160.92403056
1514743500.0,13920.0,13893.0,13935.0,13867.0,50.67057514
1514743800.0,13890.0,13842.0,13916.0,13841.0,98.60499092
1514744100.0,13846.0,13869.0,13885.0,13799.0,96.80794833
1514744400.0,13876.0,13846.0,13881.0,13822.0,98.71937941
1514744700.0,13845.0,13807.0,13855.13816718,13736.0,143.19023117
1514745000.0,13808.0,13722.0,13818.0,13664.23981635,184.32142689
1514745300.0,13717.0,13829.0,13878.0,13717.0,139.7112097
1514745600.0,13823.0,13789.0,13836.0,13762.0,63.76196124
1514745900.0,13785.0,13826.0,13840.0,13768.0,65.24195002
1514746200.0,13823.0,13829.0,13838.0,13820.0,33.94350815
1514746500.0,13829.0,13784.0,13837.0,13750.0,110.04750611
1514746800.0,13784.0,13823.0,13875.0,13776.0,90.29729127
1514747100.0,13828.0,13870.0,13900.0,13820.0,93.90876157
1514747400.0,13876.0,13909.0,13911.0,13859.0,57.31135535
1514747700.0,13909.0,13934.0,13949.0,13901.0,103.31785299
1514748000.0,13934.0,13842.0,13940.0,13836.0,65.53613407
1514748300.0,13833.0,13831.0,13877.0,13810.0,45.2450008
1514748600.0,13832.0,13808.0,13877.0,13808.0,37.79471204
1514748900.0,13817.0,13788.0,13830.0,13757.0,106.70241085
1514749200.0,13787.0,13826.0,13872.0,13787.0,77.9105137
1514749500.0,13828.0,13803.0,13873.0,13795.0,34.38493732
1514749800.0,13816.0,13818.0,13839.0,13797.0,34.64220085
1514750100.0,13821.0,13859.0,13859.0,13819.0,45.75617055
1514750400.0,13858.0,13960.0,13971.0,13838.0,110.49499523
1514750700.0,13960.0,13960.0,14112.0,13960.0,494.1738751
1514751000.0,13961.0,13934.0,14041.0,13929.0,66.01942089
1514751300.0,13933.0,13897.0,13934.0,13890.0,56.26112294
1514751600.0,13897.0,13977.0,13992.0,13897.0,73.11516211
1514751900.0,13976.0,13980.0,13995.0,13972.0,43.25363671
1514752200.0,13974.0,13973.0,13981.0,13930.0,63.90558337
1514752500.0,13971.0,14046.0,14072.0,13969.0,126.45729719
1514752800.0,14046.0,14103.66620883,14112.0,14012.0,143.80185791
1514753100.0,14103.66620883,14109.0,14210.0,14037.6321881,451.76581658
1514753400.0,14109.66930162,14065.0,14140.0,14065.0,86.25821861
1514753700.0,14065.0,14036.0,14076.0,14035.0,100.22980869
1514754000.0,14039.0,13961.0,14049.0,13926.0,145.38505162
1514754300.0,13960.0,13880.0,13970.0,13837.0,191.22125486
1514754600.0,13880.0,13937.0,13982.0,13879.0,102.15729035
1514754900.0,13936.0,13964.0,13974.0,13921.0,46.48877145
1514755200.0,13960.0,13945.0,13978.0,13945.0,76.59652845
1514755500.0,13945.0,13931.0,13950.0,13911.0,76.1577713
1514755800.0,13930.0,13918.0,13950.0,13911.0,54.19471723
1514756100.0,13918.0,13931.0,13961.0,13911.0,57.05859488
1514756400.0,13925.0,13900.0,13937.0,13878.0,136.03047734
1514756700.0,13900.0,13928.37589926,13950.0,13899.0,40.28860076
1514757000.0,13935.0,13908.0,13948.0,13907.0,72.14347007
1514757300.0,13908.0,13921.0,13952.0,13908.0,49.36442893
1514757600.0,13920.0,13989.0,13995.0,13916.0,50.39797726
1514757900.0,13988.0,13975.0,14018.0,13956.0,32.897937230000004
1514758200.0,13975.0,13897.0,13996.0,13855.0,87.93416547
1514758500.0,13897.0,13906.0,13913.0,13855.0,90.91344035
1514758800.0,13906.0,13875.0,13906.0,13855.0,23.52262712
1514759100.0,13882.0,13870.0,13882.0,13853.0,18.89929708
1514759400.0,13870.0,13923.0,13948.0,13864.0,50.90889695
1514759700.0,13908.0,13906.76476521,13938.0,13882.0,21.92475423
1514760000.0,13909.0,13904.0,13930.0,13890.0,18.14793479
1514760300.0,13904.0,13826.0,13908.0,13820.0,118.35278177
1514760600.0,13825.0,13798.0,13825.0,13751.0,193.09191647
1514760900.0,13792.0,13853.0,13855.0,13780.0,98.52069494
1514761200.0,13853.0,13819.0,13854.0,13800.0,41.77844508
1514761500.0,13819.0,13815.0,13844.33260016,13788.0,71.10228836
1514761800.0,13814.0,13784.0,13835.0,13771.0,49.218247
1514762100.0,13785.0,13732.0,13788.0,13730.0,240.19597083
1514762400.0,13732.0,13789.0,13800.0,13732.0,101.54085209
1514762700.0,13789.0,13834.72765169,13836.0,13773.0,55.84069675
1514763000.0,13828.0,13884.0,13894.0,13818.0,67.15178396
1514763300.0,13883.0,13883.0,13894.0,13854.0,37.49003284
1514763600.0,13885.0,13835.0,13899.0,13791.0,116.6843533
1514763900.0,13838.0,13831.0,13859.0,13808.0,55.24691367
1514764200.0,13824.0,13751.0,13832.0,13736.0,89.26322946
1514764500.0,13751.0,13769.0,13832.0,13751.0,79.82738186
1514764800.0,13763.0,13709.0,13788.0,13709.0,74.84231765
1514765100.0,13710.0,13640.0,13710.0,13559.0,286.44540389
