Timestamp,High,Low,Open,Close,Volume,QuoteVolume,WeighteAverage
1534262400,6076.57426753,5985.85043219,6030.3321303,6023.8044156,1837224.6452681,305.3507138,6016.76879154
1534269600,6110.42158489,6000.66539551,6026.95599521,6083.0,1341690.3774846,221.50987069,6057.02298188
1534276800,6119.32389204,6028.23986511,6083.0,6098.21456751,727019.2976254,119.58930675,6079.30020988
1534284000,6220.0,6072.24324318,6098.21456751,6189.72523945,923553.64671784,149.91695606,6160.43489002
1534291200,6257.98366429,6176.69636165,6190.83856624,6208.89816215,585541.29495594,94.24289927,6213.10782553
1534298400,6293.04624085,6210.00000037,6214.99,6291.0,1763764.5716089,281.45497619,6266.59579974
1534305600,6350.64608073,6272.81345823,6293.07978563,6285.3,409202.55485714,64.8275981,6312.16591159
1534312800,6448.99999999,6285.31,6285.66485887,6391.54782835,730091.05868444,114.57809704,6371.99497587
1534320000,6450.0,6310.56294205,6391.54782835,6361.19184768,860497.24453306,134.70573451,6387.9778219
1534327200,6387.17328218,6282.71,6361.19184894,6344.68032516,896468.62229478,141.66933085,6327.89480204
1534334400,6406.95148506,6309.81841545,6344.68032544,6330.26769213,451851.54829308,70.8561321,6377.02813999
1534341600,6462.10747832,6325.68224034,6331.3668,6430.0,675884.02418288,105.13949098,6428.45060293
1534348800,6650.0,6434.91653398,6434.91653398,6560.70928869,3037404.9327123,463.43050483,6554.17565536
1534356000,6580.0,6354.3583113,6553.72470003,6368.26058267,1250363.0898337,192.77054089,6486.27681419
1534363200,6427.97679356,6308.55874843,6368.70389597,6414.9,556792.47529765,87.56432385,6358.66812894
1534370400,6447.72328792,6243.0,6413.19999942,6265.65991614,917932.41824254,145.7000102,6300.15342471
1534377600,6315.0,6212.0,6275.84255265,6270.09999953,614996.39831838,98.22094792,6261.35678123
1534384800,6322.08,6260.16743771,6267.62620336,6286.27465064,282958.96029171,44.95066349,6294.8783916
1534392000,6319.99,6260.00000001,6278.2089576,6287.55518851,417343.53865458,66.27767442,6296.89472822
1534399200,6413.98524118,6275.61,6291.30585055,6373.6,854296.57910143,133.96757607,6376.89061907
1534406400,6428.143701,6369.86700176,6381.77835883,6385.7941318,805131.70518521,125.93024811,6393.4735083
1534413600,6472.43620644,6381.14413999,6384.33394948,6429.0542922,306775.56655037,47.66546078,6436.01386686
1534420800,6469.29177547,6281.92529256,6430.83197765,6338.5,1554793.401516,244.93418443,6347.80075771
1534428000,6419.99999971,6295.8988403,6338.5,6399.0,1276746.5317914,201.1161309,6348.3049623
1534435200,6457.77777777,6374.56969472,6399.699,6402.01000046,477777.95109976,74.55241179,6408.61830795
1534442400,6434.99999967,6381.51450001,6402.01000045,6412.98808757,371476.33994079,58.00340838,6404.38812676
1534449600,6414.5,6210.00000001,6411.30273581,6276.0,1442015.6054345,229.81783989,6274.60255533
1534456800,6314.47494005,6264.30522287,6273.21086527,6312.89651855,311858.46759782,49.62204137,6284.67630488
1534464000,6366.19250352,6286.1254482,6312.89651887,6337.9,503633.3407437,79.43712138,6340.02506629
1534471200,6440.0,6336.91836459,6336.91836459,6417.02869,386003.35400191,60.23367049,6408.43154438
1534478400,6514.56982522,6409.71248647,6417.02869,6449.48955198,1020949.9002657,157.54340551,6480.43564223
1534485600,6522.39974999,6427.28704388,6443.23398701,6493.40000001,580764.9778013,89.82268794,6465.68245863
1534492800,6500.0,6446.34307461,6487.0,6488.59999948,455494.90643358,70.43072201,6467.2758341
1534500000,6544.0,6402.7573,6492.99999693,6457.8,499014.87601928,77.28273329,6457.00345699
1534507200,6523.14134001,6444.56571822,6460.40812867,6479.99999992,628088.54067581,96.83306373,6486.30247233
1534514400,6504.562184,6435.0,6474.16267994,6467.10601,472373.13111365,72.97485154,6473.09478738
1534521600,6550.50021,6453.82,6470.77388173,6510.0,1856343.3108325,285.15714115,6509.89592386
1534528800,6518.98999974,6467.70726731,6512.0,6496.0,375291.95984007,57.82713715,6489.89347106
1534536000,6515.0,6434.45722489,6491.70885707,6507.50000044,268039.3248242,41.30782585,6488.82673703
1534543200,6580.0,6500.0,6507.62500031,6579.0,865499.31393102,132.17125704,6548.3171857
1534550400,6619.88375235,6523.08544804,6579.0,6531.34654793,884531.1194311,134.55588429,6573.7081964
1534557600,6560.07999966,6470.50020974,6531.34654793,6517.99999947,309922.77519031,47.66294816,6502.38365763
1534564800,6537.49999941,6485.42870701,6518.43176837,6508.43269158,285511.68873376,43.86133817,6509.41582372
1534572000,6519.89999947,6443.8475,6511.505,6467.701775,603064.06430978,93.03716241,6481.96966339
1534579200,6511.88955611,6467.70177484,6467.70177488,6493.07734493,324771.33111347,50.093653,6483.28304413
1534586400,6527.5085113,6487.44801986,6493.07734493,6510.68275021,228139.13960574,35.05677396,6507.70489794
1534593600,6519.18172555,6321.0,6499.66817519,6340.0,1137354.476982,178.07082638,6387.0904634
1534600800,6383.02986458,6310.0,6344.63948906,6355.0,872300.15157756,137.39603445,6348.80151431
1534608000,6360.32304976,6300.75370135,6355.00000001,6341.834075,761572.969729,120.44305555,6323.09572562
1534615200,6374.23999984,6329.97570977,6332.84352501,6371.0,344740.84895255,54.25589653,6353.97940133
1534622400,6399.23,6322.33642084,6365.68751003,6397.12659331,351977.66951432,55.37510689,6356.24361346
1534629600,6434.0,6381.04086033,6397.1265932,6388.0,131548.84707444,20.54131731,6404.10958504
1534636800,6388.0,6336.94156357,6388.0,6351.95801,174860.27168997,27.5077125,6356.77254842
1534644000,6360.17792669,6306.21067385,6352.05801223,6332.6,107185.95435038,16.91944414,6335.07539984
1534651200,6386.17802,6326.07746533,6328.08455518,6380.082033,235254.12871365,36.98488485,6360.81820094
1534658400,6388.0,6352.006,6380.08203318,6352.006,176752.83660555,27.7283219,6374.45126477
1534665600,6384.62265147,6346.60000023,6359.20654,6357.8195,311035.08649175,48.8333337,6369.31912948
1534672800,6450.944,6357.8195,6357.8195,6423.54560124,383335.52466796,59.77979911,6412.45923163
1534680000,6457.77699999,6405.0,6428.35036649,6457.77699982,158867.98771476,24.71539742,6427.89533241
1534687200,6463.6360838,6377.0,6455.0,6396.30025026,749153.42965272,116.81984476,6412.89526785
1534694400,6408.96166364,6335.0,6398.3618483,6354.96498973,387058.98504024,60.80086153,6366.01152188
1534701600,6388.16126014,6335.00000001,6356.81560999,6379.52,561955.60941864,88.28250543,6365.42434632
1534708800,6544.22339997,6358.93153947,6377.35998986,6492.1505999,1275659.1516044,196.6392774,6487.30593638
1534716000,6520.0,6477.1622349,6488.59696318,6487.46551362,621649.30698682,95.6670777,6498.04846068
1534723200,6510.76607409,6477.41253769,6480.62482263,6510.76607409,130664.19112278,20.11199993,6496.82734574
1534730400,6521.57330046,6478.7625,6512.4,6478.7625,586778.18255289,90.30981278,6497.39119692
1534737600,6492.25127336,6447.97613453,6489.22795196,6468.0,155157.51110578,23.97223492,6472.38405695
1534744800,6477.90510874,6422.2692526,6468.0,6464.04832,139746.43929056,21.66513526,6450.29156815
1534752000,6465.79999999,6379.794175,6459.50221441,6400.0,752876.99214496,117.38548758,6413.71440086
1534759200,6452.0,6387.08525086,6403.29668,6450.99,256465.14595671,39.93897896,6421.42469925
1534766400,6475.0,6392.08136108,6445.43265784,6436.51935012,417011.320643,64.84123036,6431.26785731
1534773600,6464.9999899,6423.0,6436.51935012,6431.51717448,366029.3579406,56.83568649,6440.13260937
1534780800,6499.89999984,6405.1173,6434.53741661,6460.43182154,199577.01104311,30.88416297,6462.1149434
1534788000,6478.04,6444.19980352,6462.77297579,6447.39,158416.82069208,24.49992319,6466.01295291
1534795200,6463.0,6417.0,6445.28063002,6417.0,134711.59318565,20.90347043,6444.46067636
1534802400,6417.00000001,6222.50117648,6417.00000001,6250.0,3201677.2289926,508.69744788,6293.87318991
1534809600,6337.30005646,6248.0,6250.1,6311.0,371817.17425523,59.03696641,6298.03997165
1534816800,6317.99999999,6292.48079886,6310.76307969,6306.69943,389773.29693527,61.81665326,6305.31218336
1534824000,6325.21936664,6278.94466067,6305.69933958,6321.99262881,317620.31530535,50.45126916,6295.58622793
1534831200,6426.13,6308.10000054,6319.02483198,6395.0,715959.67895812,112.34310865,6372.97371918
1534838400,6484.30000001,6390.51557433,6390.51557433,6418.7620935,613398.04559487,95.18589165,6444.21179401
1534845600,6456.15908187,6403.07959444,6418.7620935,6439.87948999,257598.91952062,40.00402391,6439.32520638
1534852800,6440.0,6391.0,6438.59989999,6403.42316,136989.05915946,21.35192406,6415.77118645
1534860000,6426.864392,6389.0,6403.42316,6416.13861241,406839.1512558,63.49175272,6407.74799602
1534867200,6453.40904337,6365.0,6416.13861241,6407.42732802,341813.27051439,53.30914285,6411.90708085
1534874400,6453.40904001,6400.8658,6410.61932401,6429.242488,323796.71994085,50.32354331,6434.29891147
1534881600,6490.0,6411.68509855,6428.23049224,6460.93062951,329602.8904973,51.00689698,6461.92789627
1534888800,6485.89977436,6439.53025,6460.0,6468.94324001,82988.38088369,12.83657242,6464.99534053
1534896000,6847.0,6436.59852381,6479.13228986,6796.3061855,3580078.9380179,533.60738782,6709.20047161
1534903200,6894.59709394,6685.57779037,6805.95741979,6725.0,1598195.7515403,237.04170918,6742.25543288
1534910400,6750.0,6670.0,6725.0,6682.0,754227.93054367,112.38283121,6711.23802829
1534917600,6702.21125,6612.65178127,6680.82698822,6646.15145318,776752.81179257,116.42789646,6671.53521973
1534924800,6707.78359627,6643.09660953,6657.66172,6678.62231481,439014.71157727,65.80865828,6671.07829047
1534932000,6680.77057297,6631.85002456,6672.32159858,6663.90702239,326091.34845014,48.97658209,6658.10749821
1534939200,6686.1,6656.70000001,6667.39507614,6665.29356,294278.52046589,44.09923704,6673.09777262
1534946400,6670.77699862,6465.0,6664.03359003,6465.0,1348601.4679972,204.35085412,6599.44130796
1534953600,6470.0,6394.737761,6470.0,6446.32991951,2091295.2241522,325.26252823,6429.56087051
1534960800,6445.72988,6410.0,6443.78217,6435.2498196,375629.73647174,58.46098707,6425.30609382
1534968000,6433.0,6300.01,6426.3243,6370.16206931,800506.10189444,126.16552293,6344.88791631
1534975200,6458.27437058,6255.60855945,6370.09,6354.76760181,1913235.0769421,300.37439423,6369.50124143
1534982400,6429.66832764,6344.41097009,6354.76760182,6414.0,251380.59499605,39.28488627,6398.9136501
1534989600,6432.99305025,6376.65384469,6416.9999999,6401.8769219,203267.1656722,31.74048055,6404.03554546
1534996800,6443.21957731,6386.49794196,6401.8769219,6422.925251,146489.87802572,22.85307522,6410.07289458
1535004000,6444.0,6415.0,6429.4999999,6435.69989999,237675.35954045,36.94164092,6433.80623116
1535011200,6442.42509528,6395.92768364,6436.0,6414.05765999,309498.29367656,48.22141573,6418.27472278
1535018400,6431.64801146,6398.869,6417.86999863,6406.97895655,286624.64028488,44.70345704,6411.68847475
1535025600,6438.47663,6396.373675,6407.0,6422.99999583,410786.41410026,63.95475989,6423.07804464
1535032800,6480.9723407,6421.15623277,6421.15623277,6451.26999845,476457.82716989,73.86709628,6450.20382774
1535040000,6488.89999982,6436.04037,6447.77137221,6454.74,222249.6058069,34.37545019,6465.35840486
1535047200,6466.65999,6375.0,6454.0,6414.15362,518300.96962358,80.70715241,6421.99550035
1535054400,6483.0777,6409.06375994,6414.15362,6469.02412073,174948.17556524,27.06702234,6463.51761075
1535061600,6567.21624341,6469.05472049,6469.05472049,6530.61679861,579826.63321713,88.74318939,6533.75923496
1535068800,6540.92268999,6480.0,6525.836537,6494.68959951,169247.22140464,26.04648821,6497.89023533
1535076000,6519.5719298,6490.33159646,6498.05499946,6495.44646231,76021.92027257,11.68927581,6503.56117079
1535083200,6515.49214366,6480.70000036,6495.44646231,6510.9180703,49777.28659432,7.65804715,6499.99740394
1535090400,6550.0,6498.88727176,6514.95796983,6530.0,181646.71579917,27.80807548,6532.15703221
1535097600,6541.4,6509.747924,6530.23694389,6526.0,103170.60132451,15.80029812,6529.66168998
1535104800,6576.89625,6524.92191002,6526.0,6542.0,264702.11175401,40.35606558,6559.16546743
