Timestamp,High,Low,Open,Close,Volume,QuoteVolume,Adj Close
1451606400,435.0,428.26000202,428.26000202,434.98999999,2975.02694268,6.8872573,431.96105693
1451692800,438.13999999,430.5,434.98999999,436.9499,944.85328936,2.1799812,433.42267784
1451779200,435.61499822,426.45308869,432.31,428.14,683.91847,1.59634895,428.42667325
1451865600,435.999999,427.29114042,427.29114142,432.00001111,724.97600445,1.67342763,433.22817877
1451952000,435.999999,429.5695,430.14021095,430.37677352,427.64728309,0.99253002,430.86584231
1452038400,434.99999973,427.290001,430.17047263,427.50002018,819.34482713,1.90335797,430.47332138
1452124800,458.89700208,427.50057343,427.50057343,458.89700208,10706.24231174,24.01355979,445.84153309
1452211200,468.0,446.99999999,451.10001118,453.05,5912.94840652,12.93045198,457.28860952
1452297600,457.3980537,447.00037915,453.05,447.420001,1879.48546964,4.18158121,449.46764758
1452384000,453.02999998,440.02000706,447.420001,450.72851988,9116.86086338,20.46199501,445.55092789
1452470400,455.66999999,444.89,448.77,447.0,7224.81225238,16.13130083,447.87536532
1452556800,448.62,434.07784163,448.08324386,434.4962313,7525.82848928,16.94157502,444.2224811
1452643200,439.69999998,424.001,433.4962313,433.68500408,9072.75886437,21.08651871,430.2634773
1452729600,434.99999999,424.0,428.53476603,429.49640246,2267.46968672,5.27221683,430.07898951
1452816000,429.49640246,358.000006,428.88954001,362.0,27192.75979869,69.04527551,393.83954365
1452902400,387.99999999,333.6,357.0,386.4618669,19523.98472643,53.71812172,363.45248309
1452988800,394.1,369.71695546,386.46186691,370.0,13842.4998052,36.26175886,381.73823444
1453075200,399.94999999,367.11112952,371.44223035,388.0,22196.01999022,57.57306112,385.52787637
1453161600,395.0,376.73464414,393.89998999,378.50200171,8779.08855613,22.66875144,387.27711049
1453248000,422.88270948,377.4225,379.502007,422.88270948,15387.14149928,38.05770367,404.31082318
1453334400,420.42999999,401.43089234,418.00000397,406.0000001,6751.03616056,16.43429452,410.78953236
1453420800,413.26513434,375.0,405.0000003,380.97271858,6756.02213209,17.39397088,388.41171913
1453507200,404.36071952,378.02890176,378.02890176,389.94000001,13328.05830136,34.25231086,389.11413468
1453593600,407.91799999,378.80930001,385.00000003,402.85787573,10516.92480948,26.78341595,392.66555203
1453680000,406.80087625,384.90950034,404.82937107,391.17000081,18108.31186502,45.79431393,395.42708059
1453766400,399.65700001,384.90950034,390.26000002,395.11999999,15647.27354435,39.99480993,391.23260172
1453852800,401.17609864,384.332,387.79,396.0,12979.7346639,33.01060657,393.1989143
1453939200,391.19000101,374.68813274,391.19000101,378.0000001,11050.97176019,29.05393899,380.36053438
1454025600,381.0000001,357.59046709,376.98,376.8600002,12980.18192613,34.81245568,372.86027867
1454112000,380.5,371.2,378.94281121,378.66999987,1781.19602242,4.72278541,377.14947171
1454198400,380.5,362.60000001,380.22999999,367.33999995,8407.72255208,22.4369113,374.72727148
1454284800,380.09999995,360.5,367.33999991,370.45,13509.41891094,36.38603875,371.28028702
1454371200,377.7777777,368.67145259,376.09,368.6900001,5604.44787387,15.0157779,373.2372649
1454457600,373.0,351.8881965,368.81387894,358.52,9004.93684017,24.72730712,364.16973334
1454544000,389.59999999,358.51,360.00002945,389.59999999,17028.530682,45.73942499,372.29437592
1454630400,397.97511686,380.3530589,385.7773098,385.98899663,22708.10009319,57.96301395,391.76879436
1454716800,388.18962933,371.0,388.18962933,377.63999823,15583.53414189,41.10831006,379.08476702
1454803200,381.67419373,368.99999823,376.96999674,372.99999916,15932.59275596,42.41345192,375.64951765
1454889600,379.00999997,369.09999999,372.99999916,369.65447893,6479.48321648,17.38359135,372.7355922
1454976000,380.49,369.65451242,373.21999972,376.71518383,20723.32240604,55.2633927,374.99185977
1455062400,385.0,364.1000001,376.98829552,382.97999999,37846.45175219,100.09405847,378.1088741
1455148800,388.254,371.00000001,382.98,387.95,21454.516881,56.58276553,379.17052445
1455235200,415.01869658,320.0,378.34879972,385.0,56849.66494514,151.41985003,375.44393904
1455321600,397.99999998,380.31135223,384.31,391.98999996,44799.38904767,115.17376689,388.97216143
1455408000,406.00000681,390.01050005,391.98999996,404.88887998,29671.13864735,74.45059742,398.53459442
1455494400,408.7,397.59,398.00001134,403.8416231,40996.12487407,101.64696854,403.31871636
1455580800,412.79999999,399.00000352,399.00000362,408.00000009,26228.93154111,64.29109315,407.97146627
1455667200,426.0,399.55,411.49999999,413.50000048,48770.63843345,117.91827392,413.59694992
1455753600,424.76999998,411.0,413.50000535,418.10000823,34912.88661748,83.30538084,419.09521648
1455840000,424.8,413.00000001,420.0,417.00000354,14617.06581747,34.85415445,419.37800667
1455926400,440.0,416.001,416.001,436.5100001,37972.04766773,87.98980171,431.55055392
1456012800,445.0,420.48999982,436.99999009,441.00000442,35817.96966889,81.97225587,436.95234794
1456099200,441.00000442,429.17,441.00000442,440.0,23594.55422733,54.19509622,435.3632685
1456185600,440.00000001,413.42,440.0,416.10000178,60429.45297098,141.62216213,426.69489056
1456272000,425.09999896,405.99500043,416.10000178,409.45245,39025.54904354,94.03714592,415.00141951
1456358400,425.70181751,384.02000001,409.453,422.999999,77657.33776091,190.54795475,407.54747466
1456444800,432.48000001,411.88900001,420.0,432.48000001,37088.59457624,87.40090521,424.35023398
1456531200,434.99999,421.00100001,429.00000552,425.52,18908.51511429,44.24819954,427.32846332
1456617600,439.44,380.99999,430.0,432.84999997,71879.58639651,172.11082647,417.63547285
1456704000,441.30464888,431.55004679,431.55004679,436.1,30212.28504225,68.95950651,438.1163174
1456790400,442.89999999,424.73000001,440.0,434.00000001,53433.06313699,123.50955755,432.62290139
1456876800,438.9999999,422.13646503,432.3700057,425.98623253,35872.40546759,83.08450474,431.75807065
1456963200,433.89,408.08999991,423.50910522,417.24,81434.40448315,193.59632347,420.64024266
1457049600,437.4944444,393.33,422.499999,408.14999999,79482.19429671,192.1003058,413.7536063
