Timestamp,Open,High,Low,Close,Volume
1514739600.0,13978.99999928,13978.99999928,13654.1910145,13849.64399995,4071674.3610585
1514743200.0,13870.50579429,13900.0,13676.62858375,13771.00000055,2723077.8557227002
1514746800.0,13779.99999999,13939.93584616,13751.00000003,13850.9999998,2434197.7506517703
1514750400.0,13850.99999978,14145.0,13850.99999978,14070.0,3995894.3453875
1514754000.0,14080.0,14080.0,13870.0,13914.99999977,2155955.964207
1514757600.0,13914.99999976,14034.4620217,13764.49228042,13825.0,1561888.14057611
1514761200.0,13802.58392742,13970.55715147,13720.00000005,13769.34198361,3551665.5139968
1514764800.0,13799.99999984,13799.99999984,13483.91342101,13563.42559841,4055578.8524389
1514768400.0,13564.0,13700.0,13210.99999982,13266.72000005,3277766.4915004997
1514772000.0,13301.00000004,13444.0,13228.43982279,13304.87230192,1774406.74086237
1514775600.0,13344.90702919,13628.7995799,13218.01287368,13369.40498774,4180188.9840205
1514779200.0,13350.00990055,13574.0,13229.86326373,13520.12325184,3613621.2185413
1514782800.0,13531.00000016,13591.43815183,13460.99999989,13537.04414313,1975759.60326062
1514786400.0,13519.35180014,13820.0,13412.79211077,13806.65726879,3286704.2201642003
1514790000.0,13800.50000011,13891.99999996,13607.00000001,13621.87701406,2175451.89857625
1514793600.0,13619.99999987,13760.00000008,13390.92993593,13450.0,2925976.565653
1514797200.0,13454.99999952,13600.92815337,13444.38418817,13570.97169782,1773645.85204755
1514800800.0,13577.0,13599.99999994,13440.0,13577.73214062,1793791.28488517
1514804400.0,13558.99999995,13577.73214038,13036.92815333,13233.20361876,4753188.1152311005
1514808000.0,13245.00239662,13281.99999997,13043.22658396,13146.29122146,4032978.4337270996
1514811600.0,13155.99999999,13155.99999999,12893.56965857,12994.93297495,3590587.8925948003
1514815200.0,12995.73855193,13200.2067148,12800.0,13157.87532278,4279901.813614801
1514818800.0,13157.87532278,13300.0,13037.82087199,13217.0,3448783.6440586
1514822400.0,13216.99999984,13216.99999984,12951.00000003,12963.88141685,3334127.2474042997
1514826000.0,12999.99999995,13163.99036501,12999.99999992,13010.0,2104755.37550274
1514829600.0,13013.99999992,13233.00529615,12998.46789276,13131.64205179,2179761.74429713
1514833200.0,13108.00000022,13274.06313447,12950.85575403,13220.90766079,4448995.1225653
1514836800.0,13259.07182761,13500.0,13208.67000001,13369.99999995,4649111.4332866
1514840400.0,13389.2560935,13630.00000003,13360.00000004,13501.13121021,4813375.9357301
1514844000.0,13502.13121,13629.99606984,13500.0,13500.0,2826897.6659855
1514847600.0,13500.0,13518.50826584,13250.23912591,13351.7394064,3537706.9427704997
1514851200.0,13400.71449717,13923.8701209,13365.71449731,13811.0,4205158.3891771
1514854800.0,13811.0,13899.28188816,13600.0,13617.00000003,3963920.2560534
1514858400.0,13617.0,13650.0,13431.00000004,13570.93890573,3365525.7912197
1514862000.0,13570.40830162,13570.9389057,13214.70198015,13335.44332961,2934128.7408483
1514865600.0,13335.4433296,13384.99999996,12875.0,13074.99999976,6327814.4934695
1514869200.0,13061.67287589,13172.2999997,13049.88052906,13079.16846938,1744263.3335647201
1514872800.0,13079.16846934,13322.72846241,13007.73924439,13271.8852675,1731933.5848754998
1514876400.0,13290.10078736,13374.0,13160.04194658,13350.7,1573445.8607582399
1514880000.0,13350.7,13450.0,13325.19877047,13405.71909232,2930245.4313322
1514883600.0,13405.71909,13550.71909264,13356.000001,13497.99999992,2620429.6670076
1514887200.0,13497.99999989,13700.33815717,13471.1951197,13654.41000004,2969031.2052207002
1514890800.0,13654.41000004,13654.41000004,13400.5091172,13524.80958873,2517886.8336168
1514894400.0,13524.80958867,13635.47896353,13489.32978823,13579.79748722,2552103.4817931997
1514898000.0,13586.99999998,13998.00000014,13507.71326684,13953.31939007,5887466.9702789
1514901600.0,13953.31939007,13977.319379,13730.67901416,13799.99999994,3622355.8079498997
1514905200.0,13799.99999994,13826.679014,13583.0,13735.5795016,3037914.4829932
1514908800.0,13735.5795016,13899.24556068,13614.31888564,13685.57306255,2854529.5983232
1514912400.0,13647.59100045,13893.7300001,13609.84896185,13890.99999977,4571268.4698255
1514916000.0,13893.73000007,15000.51392825,13859.2542573,14671.7999996,16382396.546375599
1514919600.0,14631.5000001,15325.0,14574.37357677,14831.65720003,12671929.2889006
1514923200.0,14820.00000045,15249.39470132,14814.25616328,14850.00000096,6832307.2550968
1514926800.0,14850.00000093,15016.00004997,14720.27338127,14772.29481431,4280118.6730529
1514930400.0,14772.29481431,15050.70607237,14772.29481431,14843.16539392,3019986.2332495
1514934000.0,14839.99999996,14900.0,14000.67705648,14738.00000001,6627914.3025575
1514937600.0,14731.20000023,14987.10000001,14702.37000016,14799.38832409,3555973.0756425
1514941200.0,14764.47696948,14892.68623509,14674.10136356,14789.74700007,3615374.9210401
1514944800.0,14846.28957256,15190.43782802,14617.85128976,15024.0,5706061.069997
1514948400.0,15076.66424278,15280.0,14807.00647178,14820.26932,4661781.5564377
1514952000.0,14820.26932,15190.99999999,14820.0,15068.99999999,3055130.3649782
1514955600.0,15070.006131,15176.22033883,15000.00000001,15119.96969909,1957160.2643421502
1514959200.0,15087.6971226,15393.00000002,15050.0,15393.00000002,2997554.2321341
1514962800.0,15393.0000495,15440.725015,15223.12694671,15249.12694704,3901327.9051205
1514966400.0,15274.563474,15300.56347375,15050.0,15119.99999986,4599693.9603889
1514970000.0,15093.2625182,15123.55821915,14691.16150769,14774.0,6549764.1931711
1514973600.0,14807.17800023,14924.56672406,14476.14012492,14668.99999977,7181551.2488102
1514977200.0,14668.99999974,14874.99999973,14617.0,14869.99999841,3892029.1155163
1514980800.0,14869.99999841,14902.0118291,14534.79675245,14564.36207735,3466016.0436565
1514984400.0,14552.27971657,14959.53277541,14552.27,14888.01000047,3619154.2063148003
1514988000.0,14898.99999997,15054.62005272,14795.69832447,14814.77232556,5663401.3731637
1514991600.0,14847.99999999,15128.87968334,14715.68149792,15076.29546095,7196070.3444492
1514995200.0,15076.29546095,15217.97710163,15000.00000005,15106.80799127,4408910.8435089
1514998800.0,15106.80799127,15131.29676093,14887.0,14900.0,3618125.3542384002
1515002400.0,14900.0,14951.75400878,14750.0,14750.99999997,5265383.218524
