Timestamp,Open,Close,High,Low,Volume
1514739600.0,13954.0,13862.0,13995.0,13682.0,1953.86275824
1514743200.0,13863.0,13784.0,13960.0,13664.23981635,1245.94471764
1514746800.0,13784.0,13859.0,13949.0,13757.0,792.80734136
1514750400.0,13858.0,14036.0,14210.0,13838.0,1815.73679533
1514754000.0,14039.0,13921.0,14049.0,13837.0,1047.08695724
1514757600.0,13920.0,13853.0,14018.0,13751.0,805.51242366
1514761200.0,13853.0,13769.0,13899.0,13730.0,1005.3401952
1514764800.0,13763.0,13607.0,13788.0,13505.0,1450.46631948
1514768400.0,13621.0,13281.0,13655.0,13251.0,1410.71015832
1514772000.0,13280.0,13362.0,13440.0,13214.0,1227.43575356
1514775600.0,13363.0,13394.0,13591.0,13310.0,1064.9225893
1514779200.0,13393.0,13584.0,13584.0,13262.0,855.196647
1514782800.0,13584.0,13501.0,13608.0,13479.0,533.23706709
1514786400.0,13511.0,13781.0,13839.0,13435.0,1163.31981821
1514790000.0,13780.0,13617.0,13893.0,13603.0,968.11121273
1514793600.0,13616.0,13417.0,13751.0,13389.0,1339.96869456
1514797200.0,13417.0,13582.0,13622.0,13416.49288463,941.40289991
1514800800.0,13573.0,13543.0,13585.0,13427.0,473.34413736
1514804400.0,13543.0,13231.0,13550.0,13072.0,2311.44756364
1514808000.0,13234.0,13144.0,13265.0,13092.0,1002.09213392
1514811600.0,13143.07847833,13022.0,13162.0,12900.0,2005.99281689
1514815200.0,13022.0,13193.44429002,13200.0,12777.0,2352.14710532
1514818800.0,13171.0,13208.0,13290.0,13085.0,1229.5512874
1514822400.0,13208.0,12997.0,13209.0,12969.0,1042.42037913
1514826000.0,12999.0,12993.0,13177.0,12986.0,704.54712799
1514829600.0,12993.0,13105.0,13289.0,12950.00953353,1473.62034539
1514833200.0,13106.0,13249.0,13253.0,13050.0,785.69703752
1514836800.0,13249.0,13404.0,13499.0,13249.0,1556.90855858
1514840400.0,13404.0,13505.0,13662.0,13382.0,1718.76133474
1514844000.0,13505.0,13483.0,13637.0,13465.0,872.87098099
1514847600.0,13478.0,13376.0,13492.0,13341.0,1080.75758323
1514851200.0,13375.0,13817.0,13898.0,13373.0,2739.89531674
1514854800.0,13816.0,13611.0,13863.0,13609.0,1549.05819416
1514858400.0,13612.0,13550.0,13656.0,13416.0,2008.91297568
1514862000.0,13551.0,13316.0,13551.0,13200.0,2166.51381107
1514865600.0,13316.0,13045.0,13382.0,12795.0,3382.613722
1514869200.0,13045.0,13091.0,13166.0,12997.0,1399.2741276900001
1514872800.0,13091.0,13266.0,13327.0,13008.0,835.2279427
1514876400.0,13266.0,13354.0,13370.0,13144.78756118,851.75213997
1514880000.0,13355.0,13376.0,13452.0,13326.15344954,816.5318143
1514883600.0,13376.0,13492.0,13568.0,13372.0,1317.32123258
1514887200.0,13493.0,13631.0,13679.0,13491.0,1097.53180724
1514890800.0,13631.0,13532.0,13631.0,13426.0,1018.75152596
1514894400.0,13531.0,13578.0,13625.0,13503.20378177,1010.67466631
1514898000.0,13578.0,13946.0,13979.0,13565.0,2442.48653106
1514901600.0,13946.0,13788.0,13969.0,13744.0,1541.74560774
1514905200.0,13787.0,13712.0,13884.0,13577.0,1529.71814847
1514908800.0,13711.0,13675.0,13895.0,13663.0,1378.65099803
1514912400.0,13675.0,13889.0,13938.0,13674.0,1991.38947554
1514916000.0,13889.0,14616.0,14786.0,13888.0,8579.86218467
1514919600.0,14616.0,14820.0,15500.0,14601.0,7864.65084502
1514923200.0,14821.0,14826.0,15285.0,14821.0,4572.45891854
1514926800.0,14827.0,14802.0,15016.0,14700.0,2065.01362203
1514930400.0,14802.0,14803.0,15025.0,14773.0,2396.04253735
1514934000.0,14803.0,14722.0,14892.0,14636.0,1636.87458457
1514937600.0,14717.0,14796.0,14960.0,14692.0,1636.49133919
1514941200.0,14801.0,14823.0,14868.0,14720.0,1211.036585
1514944800.0,14824.0,15050.0,15112.0,14740.0,1959.22797216
1514948400.0,15049.0,14843.0,15249.0,14807.0,1848.01005237
1514952000.0,14842.0,15100.0,15186.0,14842.0,1547.55092519
1514955600.0,15100.0,15089.0,15184.52562524,15014.0,916.62848114
1514959200.0,15089.0,15404.0,15417.0,15020.0,1743.42382025
1514962800.0,15405.0,15281.0,15428.83091885,15184.0,1789.73336571
1514966400.0,15281.0,15098.0,15285.0,15052.0,1638.02215633
1514970000.0,15097.0,14820.0,15125.0,14778.0,2337.47268969
1514973600.0,14820.0,14682.0,14895.0,14507.0,2795.44910898
1514977200.0,14683.0,14844.0,14864.0,14632.0,1298.82587554
1514980800.0,14848.0,14594.0,14871.0,14500.0,1275.39350262
1514984400.0,14594.0,14898.0,14940.0,14552.0,1094.37526583
1514988000.0,14898.0,14868.0,15072.0,14840.0,1807.01295709
1514991600.0,14861.0,15072.0,15072.0,14861.0,1542.66243363
1514995200.0,15072.0,15100.0,15214.0,15032.0,1710.95084305
1514998800.0,15100.0,14874.0,15103.0,14850.0,1618.66961351
1515002400.0,14872.0,14751.0,14918.1726201,14751.0,1782.55814624
1515006000.0,14751.0,14726.0,14877.0,14725.0,1341.68866382
1515009600.0,14726.0,15001.0,15006.0,14703.0,1507.85532957
1515013200.0,15002.0,15028.0,15058.0,14866.0,1528.35729607
1515016800.0,15029.0,14842.65725863,15042.12949834,14833.04413864,1004.91894256
1515020400.0,14842.65725863,15150.0,15192.0,14842.0,1422.05808672
1515024000.0,15150.0,15081.09782898,15166.0,14998.0,1712.23321026
1515027600.0,15081.0,15320.0,15350.0,14936.0,2856.35509311
1515031200.0,15320.0,15210.0,15422.15785315,15185.0,1832.03858368
1515034800.0,15210.0,15055.0,15248.14896269,15044.0,1816.51852172
1515038400.0,15055.0,14895.0,15055.0,14802.0,1776.30239333
1515042000.0,14894.0,14846.69836849,14953.0,14750.0,1464.89483765
1515045600.0,14848.0,14852.0,15051.0,14828.0,1522.54737045
1515049200.0,14850.0,14795.0,14910.0,14720.0,1892.84376252
1515052800.0,14790.0,14277.0,14848.0,14104.0,3928.86043545
1515056400.0,14277.0,14435.0,14499.0,14060.0,2102.32721334
1515060000.0,14435.0,14434.0,14580.0,14342.0,1798.86371101
1515063600.0,14436.0,14528.0,14560.0,14274.0,1537.5720418
1515067200.0,14528.0,14364.0,14560.0,14159.0,2577.71585005
1515070800.0,14364.0,14535.0,14621.71427744,14344.0,1453.53234001
1515074400.0,14535.0,14560.53088039,14696.0,14431.0,1802.45165028
1515078000.0,14560.53088039,14463.0,14676.0,14425.0,2659.7588881
1515081600.0,14463.0,14547.0,14589.0,14350.0,1442.63500768
1515085200.0,14548.0,14702.0,14760.0,14531.0,1760.0422683
1515088800.0,14701.0,14791.0,14997.0,14693.0,2226.13882873
1515092400.0,14791.0,14975.0,15061.0,14777.0,2175.94592477
1515096000.0,14976.0,14854.50411122,15090.0,14811.0,2547.5251619
1515099600.0,14855.0,14897.0,15051.0,14815.0,1197.7817169
1515103200.0,14898.0,15019.0,15073.07701132,14809.0,1134.6549339
1515106800.0,15019.0,15159.0,15198.0,14951.0,1260.4428977
1515110400.0,15159.0,15006.0,15179.0,14909.0,1031.25356931
1515114000.0,15002.0,15043.0,15079.0,14969.0,806.77089509
