Timestamp,High,Low,Open,Close,Volume
1522515600.0,7165.0,7075.1753044,7082.74214987,7124.67139882,339182.92479372
1522519200.0,7140.0,7083.00866404,7088.64048032,7027.25147166,531102.49505095
1522522800.0,7055.0,7014.21930138,7026.67637982,7061.91107384,368024.36923469004
1522526400.0,7061.17327361,6885.0,6920.07757958,6900.0,1285807.48329031
1522530000.0,6919.96695583,6896.62939765,6900.0,6913.7799224,770455.96228731
1522533600.0,6955.2587879,6933.43558333,6913.95063222,6960.00000001,305518.23251928
1522537200.0,6973.4785373,6900.74135871,6900.86900354,6933.87920545,589531.46888047
1522540800.0,7017.439151,6960.0,6920.00000001,6987.04099587,482377.83480159
1522544400.0,7005.0,6995.19843625,6994.67578627,6995.19843625,439933.52348617
1522548000.0,7016.91116023,6972.94926711,6972.96637148,6925.0,285806.75557074003
1522551600.0,6953.7765109,6916.62064317,6927.24235616,6924.79744084,298563.16577508
1522555200.0,6964.81172872,6920.15294347,6924.76022393,6926.64090035,127037.15177761
1522558800.0,6962.59523779,6926.81037881,6940.1491413,6904.77035613,193462.84673418
1522562400.0,6927.14791515,6820.53917823,6820.57465208,6837.96452531,546967.4736322
1522566000.0,6847.99999999,6732.11038613,6743.18520986,6719.2715644,2344944.95252179
1522569600.0,6739.0,6689.71456509,6715.0,6702.46616621,574866.3818014599
1522573200.0,6705.52355263,6662.35100067,6694.99999999,6759.88555739,1238761.77108678
1522576800.0,6759.88555739,6653.68337688,6661.64932242,6706.33350266,634617.82059407
1522580400.0,6702.98780704,6656.77891948,6660.22661533,6680.40762901,217363.87476279002
1522584000.0,6738.07043872,6681.0,6689.63754369,6682.81003644,162079.04266663
1522587600.0,6688.38533484,6524.1,6525.09153819,6550.0,1610972.43885628
1522591200.0,6554.99999893,6453.39371684,6473.70119958,6520.09999689,3093789.7759752003
1522594800.0,6542.967,6486.15553944,6491.00174603,6450.34932959,453837.79785443004
1522598400.0,6795.54688879,6760.611498,6450.34932959,6794.0,4267488.281969899
1522602000.0,6850.0,6786.74284702,6794.0,6841.35782556,704524.95032128
1522605600.0,6852.0,6764.76067992,6765.79832566,6823.99999999,1102333.46626117
1522609200.0,6979.2,6880.4848661,6823.99999999,6899.99181457,1193261.15282721
1522612800.0,6951.39766507,6873.43893761,6903.47768127,6891.25804882,1492834.52180377
1522616400.0,6909.4147589,6868.31991652,6888.50992909,6811.62045579,463036.68703962
1522620000.0,6853.89163821,6801.0,6805.46401107,6809.92802301,730397.13660082
1522623600.0,6829.48106457,6771.95589438,6807.17250801,6823.02040095,295663.62823057
1522627200.0,6827.03491659,6776.9442841,6789.81143322,7023.00746222,1243299.04870645
1522630800.0,7021.31126144,6929.43545852,6976.63502047,6925.0,603720.51086545
1522634400.0,6949.70304834,6943.01773865,6930.95092419,6969.99999998,362276.97206263
1522638000.0,6982.10525793,6941.30765535,6949.33571618,6987.68703633,287601.46768268
1522641600.0,7033.9,6936.87181556,6963.4148525,6872.45940832,898015.49464737
1522645200.0,6892.37511141,6876.09048103,6876.09048103,6905.32115248,244654.50438595
1522648800.0,6950.0,6889.30897043,6905.26793904,6889.26620208,291542.47579985
1522652400.0,6950.0,6928.73122113,6889.2311741,7066.04238656,1400407.03440364
1522656000.0,7084.1039392,7028.81082027,7050.76751759,7057.0,762736.32247397
1522659600.0,7078.17766481,7040.15754648,7057.0,7059.6747277,164238.36531621998
1522663200.0,7069.20001734,7022.79533513,7034.0,7062.20563955,505964.93955198
1522666800.0,7131.61946349,7040.87022562,7062.20563956,7055.38685014,858620.24834088
1522670400.0,7054.98289507,6980.0,6986.37697499,7004.69356129,876879.54128898
