Timestamp,High,Low,Open,Close,Volume,QuoteVolume,Adj Close
1451577600,428.67,422.99999989,422.99999989,427.81,68.71309955,0.16206085,423.99567541
1451592000,430.57315002,428.66999999,428.66999999,430.57315002,561.75314374,1.30644032,429.98760459
1451606400,431.76,428.26000202,428.26000202,431.76,84.08335574,0.19622373,428.50758033
1451620800,433.01013738,431.75999999,431.75999999,433.01013738,179.4713379,0.41454339,432.93740109
1451635200,432.62,430.9,430.900001,432.62,81.88060892,0.18976735,431.47890784
1451649600,432.62,429.12,431.76,431.0,2008.60866367,4.65201857,431.77141996
1451664000,434.069999,428.27005853,431.5,428.60000302,214.17142295,0.49676778,431.12985901
1451678400,435.0,432.06999867,432.06999879,434.98999999,406.81155348,0.93793648,433.73038809
1451692800,438.13999999,430.5,434.98999999,431.35,240.67413362,0.55315792,435.09118268
1451707200,432.22,430.900001,430.900001,432.22,66.69575002,0.15469286,431.14950508
1451721600,432.5,432.49,432.49000001,432.5,28.18602962,0.06517109,432.49283729
1451736000,437.36350001,432.48,432.5,432.48,460.17058966,1.06212247,433.25567687
1451750400,432.22,432.22,432.22,432.22,141.60713643,0.32762745,432.22
1451764800,436.9499,436.9499,436.9499,436.9499,7.51964997,0.01720941,436.9499
1451779200,435.61499822,430.49,432.31,430.49,80.8852576,0.18755796,431.25473111
1451793600,435.12727962,429.0,431.45,435.12727959,93.99232228,0.21746953,432.20915725
1451808000,429.0,426.45308869,429.0,427.3,422.25369537,0.98827301,427.26421859
1451822400,429.86,427.29999999,427.29999999,427.29999999,81.46269795,0.1905936,427.41570524
1451836800,427.72128881,427.29,427.29263522,427.29,3.89752342,0.00912106,427.31035896
1451851200,428.14,427.29,427.29,428.14,1.42697334,0.00333379,428.0333634
1451865600,429.14,427.29114042,427.29114142,428.999,83.9034247,0.19569422,428.74758744
1451880000,435.67957701,429.14,429.14,435.67957701,217.52234517,0.50056049,434.55756001
1451894400,429.93577016,429.5695,429.78425,429.5695,51.4386747,0.1197192,429.66102934
1451908800,435.999999,429.5695,429.9997505,435.999999,84.08482127,0.19471194,431.84214216
1451923200,435.999999,430.14002522,435.999999,430.14002522,14.97709862,0.03458285,433.07878398
1451937600,435.999999,430.5006219,435.13,432.00001111,273.04963997,0.62815893,434.68241384
1451952000,435.999999,430.14021095,430.14021095,435.999999,2.50324507,0.00581841,430.22837349
1451966400,430.14242017,430.14183859,430.14183859,430.14242017,2.94658683,0.00685026,430.14233527
1451980800,431.56,430.70111111,430.70111111,430.70111111,65.33160217,0.15161135,430.91498212
1451995200,431.0,430.14209404,430.70111111,431.0,43.74831359,0.10159167,430.62894427
1452009600,432.93010831,429.5695,431.56,429.5695,245.22552607,0.57013377,430.11927898
1452024000,433.76835507,430.37677352,433.76835507,430.37677352,67.89200933,0.15652456,433.74668702
1452038400,433.0,428.0,430.17047263,428.0,653.49061496,1.51994439,429.94376587
1452052800,427.68639676,427.68639676,427.68639676,427.68639676,13.70728058,0.03204984,427.68639676
1452067200,430.33418733,427.290001,430.33418733,427.290001,22.33958331,0.05194857,430.03269031
1452081600,431.19792,427.77132857,427.77132857,431.19792,46.45343743,0.10775914,431.08582191
1452096000,431.37864,431.37864,431.37864,431.37864,0.17255145,0.0004,431.37864
1452110400,434.99999973,427.48635461,427.48635461,427.50002018,83.18135937,0.19125603,434.92149959
1452124800,440.0,427.50057343,427.50057343,439.12006762,3477.50052881,7.99493873,434.96274909
1452139200,447.99,439.12006762,439.12006762,447.00000099,1156.19904705,2.60680131,443.53171168
1452153600,447.89,446.99999999,446.99999999,446.99999999,1015.38897811,2.27154859,447.00297523
1452168000,456.1334,447.89,447.89,454.9,2460.68492735,5.43521913,452.72966342
1452182400,452.9,447.89700011,447.89700011,450.00000465,21.20778139,0.04710626,450.21153014
1452196800,458.89700208,450.10000485,456.0,458.89700208,2575.261049,5.65794577,455.15831252
1452211200,468.0,446.99999999,451.10001118,453.00000004,2574.91369954,5.61705022,458.4103041
1452225600,467.89999994,453.00009103,467.89999994,453.1,985.62502442,2.11567978,465.86682623
1452240000,455.0,454.01,454.01,455.0,1.40515674,0.00309281,454.33012074
1452254400,459.99999999,455.1,455.1,456.01,438.58062917,0.96143872,456.17117352
1452268800,456.01,449.0,456.01,450.0,637.86284345,1.41785617,449.87838466
1452283200,457.38526178,446.99999999,446.99999999,453.05,1274.56105318,2.81533428,452.72103644
1452297600,457.3980537,450.44768629,453.05,450.4825297,107.27627203,0.23763278,451.43717982
1452312000,451.93258667,447.00037915,448.3,451.86,29.94277163,0.06679116,448.30441093
1452326400,454.03051,448.32,452.76,448.52070135,413.09508517,0.91770234,450.14060351
1452340800,448.44759961,447.42,448.44759961,447.42,84.51497776,0.18846247,448.4446042
1452355200,450.0,448.31,448.31,450.0,554.92542035,1.23319851,449.98872108
1452369600,452.76,447.42,450.36,447.420001,689.73094266,1.53779395,448.51974002
1452384000,448.60376777,445.0,447.420001,445.0,2773.85464404,6.20471397,447.05600571
1452398400,448.14912508,445.89,447.0,447.98442821,836.67604534,1.86855368,447.76666268
1452412800,447.44,440.02000706,447.44,442.0,2302.28140099,5.17503604,444.8821966
1452427200,453.02999998,441.68252979,441.97,442.0,1854.04110742,4.18728462,442.77885925
1452441600,448.6611622,442.22342407,442.22342407,446.92,647.79600232,1.46008418,443.67031106
1452456000,450.72851988,446.10822351,446.10822351,450.72851988,702.21166325,1.56632252,448.31869189
1452470400,455.66999999,448.77,448.77,455.66999999,1500.79339413,3.33547214,449.94931186
1452484800,449.67,444.89,449.67,444.89,328.93839311,0.73403735,448.1221468
1452499200,448.77,447.0,447.0,447.0,3746.14252804,8.3783858,447.11984115
1452513600,449.38,444.89,447.3,448.44,62.89307584,0.14060518,447.30269425
1452528000,447.74,446.08,446.08,447.74,117.33138571,0.26231642,447.28952047
1452542400,451.27666287,447.0,448.44,447.0,1468.71347553,3.28048394,447.71244194
1452556800,448.30345283,445.19,448.08324386,446.08,283.10421292,0.63467311,446.0630338
1452571200,448.62,445.2,447.72,446.11114238,842.08092165,1.88866218,445.86106005
1452585600,448.62,445.19,445.85,448.48182676,759.09565029,1.70078135,446.32171577
1452600000,448.48182676,447.30466018,448.48182676,447.30466018,2.44197347,0.00544952,448.10799307
1452614400,446.20000003,444.0,445.19,446.20000003,4679.92426938,10.52322811,444.72325606
1452628800,446.20000003,434.07784163,444.000001,434.4962313,959.18146155,2.18878075,438.22637856
1452643200,438.16843096,424.001,433.4962313,430.3477961,3920.68748946,9.11901988,429.94615003
1452657600,433.21908576,428.21,430.3477961,428.47962096,122.81042844,0.28563645,429.95362967
1452672000,439.69999998,430.00000001,433.21908576,432.5,932.29401133,2.15194437,433.23332346
1452686400,438.6999899,426.4000001,429.07,437.82,2174.05604256,5.07950185,428.00575858
1452700800,438.69997985,426.0,426.4000002,429.72438781,683.02289372,1.60028487,426.81331713
1452715200,437.79097555,429.17891139,429.17891139,433.68500408,1239.88799883,2.85013129,435.02838033
1452729600,433.83525575,428.53476603,428.53476603,433.83525575,11.30338695,0.02623718,430.81561943
1452744000,434.99999999,424.0,433.22778609,427.39693531,637.99339546,1.48772113,428.83937224
1452758400,434.13,428.88744954,431.77313063,434.13,383.60391733,0.89034033,430.85088298
1452772800,433.37434283,428.92911699,429.0,430.36,337.82290076,0.7853219,430.17124667
1452787200,431.86,430.79,430.79,431.86,227.87441996,0.52811823,431.48372281
1452801600,433.871332,429.49640246,431.93,429.49640246,668.87166623,1.55447806,430.28697763
1452816000,429.49640246,410.10000011,428.88954001,420.2627863,1547.81494966,3.66335323,422.51316007
1452830400,417.628,406.00006601,412.00100001,406.0000661,2789.31031694,6.78294699,411.22395929
1452844800,412.73,390.0,412.73,403.720001,6746.94760803,16.71927305,403.54311983
1452859200,405.0,380.35141238,394.01377811,385.000001,7368.330029,18.81911226,391.53441072
1452873600,396.24,384.00000151,395.04882858,394.2036368,2096.63645421,5.35884458,391.2478563
1452888000,390.0,358.000006,387.0,362.0,6643.72044082,17.7017454,375.31442751
