Timestamp,High,Low,Open,Close,Volume,Adj Close
1504224000,4742.50065024,4710.00000003,4715.15472512,4738.0000003,967549.79481352,4724.21286975
1504227600,4750.0,4722.005637,4738.1,4749.99,939373.62110375,4744.140515595
1504231200,4749.99999999,4727.00000019,4749.99999999,4744.3,820372.00256107,4741.183491334999
1504234800,4744.30000002,4730.0,4744.0,4734.00000008,956150.13268625,4738.845319525
1504238400,4735.99999998,4675.0,4734.00000008,4681.00000001,1505118.1959520401,4709.606244255
1504242000,4700.0,4675.03,4681.0,4678.80774774,1311967.7547229799,4689.12358006
1504245600,4718.0,4664.63384397,4678.33986696,4717.0,950223.28670808,4685.5059877700005
1504249200,4730.11,4704.2983926,4717.99999999,4730.11,946354.41756388,4719.31279759
1504252800,4769.11111111,4722.88257349,4730.00000209,4758.31179169,1171596.73993691,4748.95530425
1504256400,4770.0,4753.00000001,4758.89999997,4758.36186111,771540.18007774,4763.42912513
1504260000,4787.21977672,4750.99999953,4754.35583209,4780.6,889823.77682833,4775.041996155
1504263600,4790.0,4761.00000002,4780.6,4774.99999983,1641317.4828077601,4773.997664885
1504267200,4820.0,4750.73969172,4770.6218671,4796.99999998,2966198.1876279,4783.97354686
1504270800,4829.0,4780.0,4796.4796,4800.50000057,2404381.7441197,4809.257139265001
1504274400,4803.84837,4721.011,4800.50000099,4769.98398895,2631659.1978114,4754.362114865
1504278000,4798.96844872,4755.0,4768.0,4777.88169984,1768284.77739362,4776.699846765
1504281600,4810.0,4756.68503227,4777.88169984,4792.39599997,2252717.2768487697,4783.402873544999
1504285200,4818.00999997,4772.0,4799.99520002,4814.99999999,2033470.6679849601,4804.038223115
1504288800,4825.0,4775.00000001,4811.00000011,4780.99999,1941414.48238187,4808.2841642799995
1504292400,4865.55901952,4771.12000004,4780.0,4860.0,3168278.3831838,4818.630446465
1504296000,4899.0,4837.4,4860.48600002,4849.99899999,4471059.5943024,4869.93952116
1504299600,4869.99999954,4816.5748562,4849.0,4845.90648318,1892784.56136308,4845.349878184999
1504303200,4882.8367733,4830.83135125,4845.89832746,4859.51395207,1495496.33543774,4856.977945549999
1504306800,4900.0,4859.51395192,4864.99999984,4899.00000047,1233963.10141824,4880.62835232
1504310400,4918.07047992,4886.24474198,4899.99999999,4906.00000004,1325900.64349726,4900.55068916
1504314000,4940.0,4901.51000015,4906.80000002,4939.0,1994198.3257567901,4923.079909995
1504317600,4950.0,4850.10000002,4940.0,4891.20000034,3784296.4319049,4919.006226635
