Timestamp,High,Low,Open,Close,Volume,Adj Close
1514736000,13770.0,13300.0,13300.0,13736.21067611,1822174.3403613,13618.39633889
1514736900,13930.22796943,13740.0,13740.0,13792.99999998,2205416.910959,13831.57194201
1514737800,14119.99999997,13782.00000006,13792.99999998,14033.49102712,2762980.325904,13988.06538189
1514738700,14067.18832878,13899.35000747,14033.49102712,13949.99999997,1705998.0555773,13985.31863743
1514739600,13978.99999928,13683.36129069,13978.99999928,13699.3870173,1088247.3366683,13825.20254247
1514740500,13974.5834717,13654.1910145,13699.3870173,13874.99999999,1562666.2944317,13814.37610164
1514741400,13950.99999998,13802.47650893,13863.2552189,13921.23652906,772823.76572945,13878.16026092
1514742300,13951.64288516,13780.0,13948.52493546,13849.64399995,647936.96422916,13838.1598891
1514743200,13900.0,13856.63359981,13870.50579429,13861.0,509186.01387314,13885.93570153
1514744100,13884.99999996,13770.22048193,13876.63359967,13770.22048206,574334.86351648,13823.30410552
1514745000,13820.0,13676.62858375,13789.0,13780.00000026,1143171.9000182,13733.16594669
1514745900,13830.9902,13730.31510003,13801.99999962,13771.00000055,496385.07831491,13793.22606439
1514746800,13932.99999965,13751.00000003,13779.99999999,13920.00000103,1081214.6455684,13888.32683675
1514747700,13939.93584616,13773.76875317,13920.00000103,13821.58799999,646674.85190734,13881.74360741
1514748600,13871.94179188,13763.96204759,13792.08673276,13811.00000018,471312.04104992,13792.72943783
1514749500,13869.87514398,13794.0,13844.99302847,13850.9999998,234996.21212614,13834.14649575
1514750400,14085.47399998,13850.99999978,13850.99999978,13985.9985775,1148116.1935633,13991.52759016
1514751300,13991.0,13902.0,13980.51383596,13989.99,323044.50419944,13957.74856405
1514752200,14075.0,13944.88888877,13989.99999906,14075.0,1578818.9899612,13997.81772835
1514753100,14145.0,14026.58493992,14075.9506018,14070.0,945914.65766368,14109.73176567
1514754000,14080.0,13870.0,14080.0,13939.250974,725969.4995884,13939.04926456
1514754900,13989.99999989,13912.50195003,13939.250974,13913.0,409762.03116247,13948.82821287
1514755800,13942.75990643,13871.1958171,13913.0,13925.0,849156.02009875,13903.52055091
1514756700,13964.80696489,13890.00000131,13925.0,13914.99999977,171068.41335739,13923.10680788
1514757600,14034.4620217,13858.02176745,13914.99999976,13869.22153679,324567.60221534,13956.0266982
1514758500,13923.99999949,13836.00000005,13869.22153784,13847.00000111,270624.36690253,13867.54291267
1514759400,13945.35487927,13847.00000124,13878.00000988,13890.00000013,356966.89403204,13894.28312685
1514760300,13915.99999981,13764.49228042,13915.99999981,13825.0,609729.27742619,13815.68117304
1514761200,13877.20380695,13770.84000031,13802.58392742,13780.00000536,474652.47856502,13838.73541203
1514762100,13849.99999999,13720.00000005,13780.00000503,13849.99999999,959521.5818336,13780.5840791
1514763000,13970.55715147,13801.00000044,13849.99999999,13860.00000001,1481135.1414211,13894.93238442
1514763900,13880.89250509,13760.00000002,13860.00000001,13769.34198361,636356.31217714,13840.15405087
1514764800,13799.99999984,13601.00000004,13799.99999984,13625.0,736232.04640739,13671.95890384
1514765700,13667.4160008,13483.91342101,13625.0,13600.0,1299906.9381292,13556.18780937
1514766600,13619.06900993,13549.57417776,13600.0,13580.00000005,1071418.3577746,13574.61016245
1514767500,13700.0,13536.06325647,13575.00000001,13563.42559841,948021.51012771,13607.44681002
1514768400,13619.99999999,13483.91342107,13564.0,13530.10000028,942051.76653019,13536.42254744
1514769300,13700.0,13511.00000196,13530.10000028,13600.0,707532.50997737,13607.36838573
1514770200,13619.89999953,13399.00000002,13600.0,13402.00004924,753843.48035661,13479.180007
1514771100,13430.92900899,13210.99999982,13430.92900899,13266.72000005,874338.73463624,13339.06190941
1514772000,13444.0,13255.98882504,13301.00000004,13410.62195899,484358.22121449,13376.79079698
1514772900,13431.06099116,13274.00000011,13410.62195899,13307.94014966,578722.30178392,13322.34219421
1514773800,13334.0,13228.43982279,13300.0,13292.00000025,306899.00483155,13286.18992414
1514774700,13377.5,13289.00000197,13299.89216897,13304.87230192,404427.21303242,13342.94516658
1514775600,13423.0,13218.01287368,13344.90702919,13405.00000036,1106127.8016606,13334.32233875
1514776500,13628.7995799,13405.00000038,13417.51117264,13563.87273861,1375994.1796988,13507.4678942
1514777400,13591.43815188,13403.54545649,13540.00000036,13516.83684756,814842.25862685,13503.40709256
