Timestamp,High,Low,Open,Close,Volume,Adj Close
1538956800,6715.99999997,6589.84105,6607.93889477,6674.06372622,2521343.9419952,6655.3312022
1539043200,6678.99998652,6610.0,6674.06372622,6654.91816418,1587725.5549679,6651.29998865
1539129600,6655.99999826,6500.0,6655.99999826,6630.2,3018851.9125007,6578.88905979
1539216000,6632.77637331,6202.3498311,6630.2,6250.28449,12222069.77029,6340.67823657
1539302400,6350.0,6200.0,6253.0,6304.11076323,3243873.7921597,6293.19175921
1539388800,6336.43583209,6285.92233482,6294.06620016,6329.231245,1430111.3171272,6320.92494622
1539475200,6420.0,6311.98852599,6329.231245,6342.37193126,2725994.0665527,6364.04411366
1539561600,7648.33502239,6304.48465801,6337.4564202,6750.0,37844318.124111,6930.18835456
1539648000,6890.32467676,6679.45404329,6747.60668885,6758.7549257,2893533.0384809,6769.10011258
1539734400,6800.5391658,6684.5807986,6758.73892192,6739.75026251,1727250.4244056,6742.21367495
1539820800,6791.15596619,6580.0,6739.75026248,6610.0,2517831.5444433,6678.2512087
1539907200,6638.31804138,6525.75,6619.55094417,6528.13706268,1553039.7071474,6575.2319581
1539993600,6613.28308511,6510.0,6531.29741432,6592.93784549,1325161.5040669,6577.62132574
1540080000,6662.38149866,6575.36450002,6592.92093047,6592.24579599,1029697.7823557,6627.36096853
1540166400,6640.54836161,6549.62948001,6594.66053628,6581.55485034,1485753.5569979,6585.00050014
1540252800,6597.0,6530.0,6582.16769502,6556.15443792,1650846.0234749,6563.70814325
1540339200,6625.0,6548.07977001,6551.80772919,6561.47398184,1317944.3044574,6593.56153999
1540425600,6576.2783367,6506.10595837,6563.75259352,6539.0,750342.0656838,6545.7798387
1540512000,6595.04900005,6520.10000083,6539.0,6540.0,1106336.7215816,6545.06158801
1540598400,6557.98249403,6477.29618857,6540.0,6502.28201824,724338.28726298,6514.16095531
1540684800,6515.58002325,6467.40549998,6501.53429002,6495.0,888593.30963122,6495.28511799
1540771200,6503.96723077,6318.57108864,6495.00006496,6350.0,2084712.8723112,6394.17078237
