Timestamp,High,Low,Open,Close,Volume,Adj Close
1546272000,3787.52234641,3735.63,3750.51101491,3745.21349981,100381.4879756,3765.28818724
1546273800,3745.21349984,3730.09999997,3745.21349984,3744.99999998,21715.78136724,3733.48365012
1546275600,3744.92999998,3724.73759998,3744.92999998,3725.33760014,49238.39607949,3730.47231149
1546277400,3736.07949992,3725.36760001,3725.36760001,3736.0794999,3194.1897686,3734.08856489
1546279200,3742.42487449,3736.0794999,3736.0794999,3742.42487449,23229.00090306,3738.80851525
1546281000,3749.20334575,3738.64,3742.42487496,3738.64,7428.69248577,3745.77367734
1546282800,3742.08298962,3727.64000036,3738.71842179,3730.0,9924.51842366,3737.68910184
1546284600,3740.59337491,3642.0,3731.44967488,3686.60267776,159105.31742469,3665.82523255
1546286400,3686.5327,3659.61000002,3669.79970001,3666.36890001,27324.42356538,3673.46071262
1546288200,3677.11110001,3672.0,3677.00239797,3675.22790746,8053.99122385,3674.99568669
1546290000,3675.22790753,3663.77652525,3669.9290003,3675.0,25706.50225082,3667.94259246
1546291800,3675.22779509,3663.08160109,3675.0,3674.44679995,8113.76955631,3667.41893362
1546293600,3674.44679995,3660.01000001,3674.44679995,3669.68257854,3167.36705265,3671.74019789
1546295400,3686.66969979,3672.79529776,3672.79529776,3686.37919866,17564.74546109,3678.38967024
1546297200,3698.99999997,3686.37919861,3686.37919861,3696.20445723,8222.65465748,3695.12515205
1546299000,3696.22229999,3690.0,3692.57408258,3696.22229999,10384.69099726,3691.02315791
1546300800,3700.0,3687.02430092,3696.20229991,3695.17914064,9238.3627493,3697.21229545
1546302600,3711.42000003,3697.89779997,3697.9578,3703.0,21768.5360769,3702.21276714
1546304400,3709.9,3691.60367073,3697.9778,3700.99999982,2785.36513431,3699.80266274
1546306200,3707.67999347,3684.1585,3707.67999346,3700.24999998,4278.99842289,3695.36806548
1546308000,3694.65316471,3685.7185,3685.7185,3689.95,12801.63221863,3689.83787283
1546309800,3690.0,3674.11000001,3689.95,3688.58659987,10303.55037199,3677.69411451
1546311600,3698.1085999,3686.7650958,3688.58659987,3691.27,2679.4941057,3689.50320974
1546313400,3700.43719947,3683.73680019,3700.43719944,3692.00000003,1312.7281431,3696.79814948
1546315200,3706.93949993,3699.11649999,3699.11649999,3706.14809983,2034.63021732,3703.56946697
1546317000,3705.79669981,3699.99919983,3705.7867,3699.99919983,990.67100711,3704.22055737
1546318800,3699.99739997,3699.99729996,3699.99729996,3699.99739997,44.0226049,3699.99730229
1546320600,3703.4149,3699.99739993,3699.99739993,3703.40619998,3556.14765811,3701.84051398
1546322400,3711.7378,3703.40339982,3703.40339982,3705.76173912,3355.24760019,3704.2122498
1546324200,3704.84359996,3689.1391001,3702.0,3700.70499397,791.95427212,3702.54258333
1546326000,3725.47863624,3704.84359984,3704.84359987,3710.9294682,27548.76524293,3717.02666987
1546327800,3720.95255,3706.10940901,3712.19915065,3720.95255,405.8311636,3712.92122344
1546329600,3728.3452388,3711.52,3722.22999999,3728.34523874,10888.89856736,3718.8325121
1546331400,3729.42959998,3722.74449428,3728.34523871,3729.42959998,792.78511853,3728.35770018
1546333200,3725.01569999,3711.9,3725.01569999,3717.03110336,2188.07642305,3716.56656728
1546335000,3718.30999978,3699.0,3717.03110336,3706.11429998,24666.14720944,3709.85606502
1546336800,3717.11029486,3702.90000002,3705.51269986,3717.1102895,28424.31888869,3703.82519118
1546338600,3714.82,3709.0771628,3714.82,3712.61746904,3785.7595753,3712.99741307
1546340400,3718.31052225,3712.61746904,3712.61746905,3715.7260952,14898.26020559,3715.33475732
1546342200,3715.72609521,3709.33647349,3715.7260952,3713.50132428,232.52875212,3710.37612212
1546344000,3714.87825464,3704.70132144,3713.31051148,3711.60748023,12205.36527387,3710.90771083
1546345800,3722.20921477,3708.68421396,3708.78998097,3718.26075622,21937.93895856,3716.04467998
1546347600,3719.79999977,3708.08400001,3718.26075622,3711.25078272,12595.21558426,3712.11269085
1546349400,3742.04999998,3710.80101489,3711.41411488,3714.17301416,67355.19002175,3723.70924379
1546351200,3716.5495,3683.80908763,3709.1537,3708.62,117428.5691496,3699.33942622
1546353000,3709.38500749,3695.19175036,3702.3909168,3696.36236919,8336.97761184,3701.70359403
1546354800,3698.35137185,3667.99593217,3694.93508311,3679.8,106414.20727668,3677.2112375
1546356600,3689.99999995,3679.85,3679.85,3685.68145793,5181.68787268,3684.53146044
1546358400,3690.35620203,3679.85,3685.68145785,3690.35620203,27400.6923245,3686.52005978
1546360200,3696.49999996,3690.30603796,3691.88304624,3696.49999993,8999.72187247,3690.82503835
1546362000,3700.30999937,3692.69359018,3693.93795913,3692.69359018,2049.77834471,3697.66035225
1546363800,3692.69359031,3676.37030734,3692.69359031,3686.4914984,25364.01023469,3687.7855475
1546365600,3690.79997903,3670.33192047,3685.00491903,3681.51693598,35882.88918324,3678.99358165
