Timestamp,High,Low,Open,Close,Volume
1504227600.0,393.0,390.0,389.39805999,393.5,1132971.0033092098
1504231200.0,393.60343073,391.45307658,392.99999999,391.98000021,535297.2847398
1504234800.0,394.35283998,391.9800002,391.98007,392.40000001,331456.91111858
1504238400.0,393.77857,391.9,391.9,388.00000003,672253.6563675001
1504242000.0,390.49992994,387.0,387.84987213,386.0,598449.99519097
1504245600.0,387.64961326,385.03000005,386.36,385.9989976,877312.71035544
1504249200.0,389.59999998,388.31,385.9989976,390.21,294215.12148588
1504252800.0,391.68007,389.0,389.99999999,390.5,421332.96829105995
1504256400.0,391.79999979,389.01000012,390.01000006,389.00266001,139341.22063847
1504260000.0,392.10429719,389.10042007,388.99999997,390.99999995,467900.28069692
1504263600.0,391.74991,388.52625075,390.99999979,388.20000023,391991.04077242996
1504267200.0,389.4800021,388.27160177,388.20000023,389.43000001,636700.28402782
1504270800.0,392.70001,388.11223211,389.43,391.00000016,639458.68605545
1504274400.0,391.2,386.0,386.00000004,389.89104999,1016462.78332475
1504278000.0,389.89097998,386.6,387.98999997,388.87352824,841163.52664656
1504281600.0,391.00000001,386.55000001,388.19007002,389.89999996,1303931.21262035
1504285200.0,392.0,388.96749999,389.89999998,392.59999986,2084666.91378057
1504288800.0,392.98799999,391.0,392.47044445,388.00000051,1105083.26384165
1504292400.0,390.0,388.13862099,388.00000051,390.00000002,850264.5397057
1504296000.0,390.39999998,388.10000002,389.01000001,389.02999994,562188.14845428
1504299600.0,390.96,388.00057001,389.02999993,389.75985955,531563.77875335
1504303200.0,390.0,388.00007,389.25854076,388.00007,318142.72237493005
1504306800.0,390.19999699,388.00000001,388.18000013,389.48999998,376798.11475798
1504310400.0,390.2,388.41000002,389.48999998,387.00014001,501052.72549528
1504314000.0,388.49894997,385.29999998,385.9999999,385.98978,1349426.0389205
1504317600.0,385.99999989,383.1,384.42982016,384.40000022,759968.15842568
1504321200.0,385.99867,375.0000002,375.99999999,376.59937,2111992.29604299
1504324800.0,379.94800128,376.78665385,376.59937,376.78665394,650324.36988492
1504328400.0,376.78665395,365.0,367.87492894,348.99000001,3758973.6241858
1504332000.0,367.611,361.0,348.99000001,369.73100378,3023949.2121890998
1504335600.0,377.0,367.99999999,368.00000001,366.99985954,2241926.82141657
1504339200.0,367.0,356.1463258,356.78809254,362.73873995,1191042.54142405
1504342800.0,363.13057998,350.08435001,354.00007001,354.15999999,1428281.4485569
1504346400.0,356.67276999,352.00000009,352.8980751,360.25152764,995947.33979563
1504350000.0,362.9999997,359.38200006,360.0,359.39077003,815221.49126824
1504353600.0,360.99999986,353.99992999,354.69998273,355.12333,704560.1304614
1504357200.0,358.19370699,354.20003534,355.12333,354.61999999,650593.80340915
1504360800.0,354.92000006,344.96980057,346.62492,337.00007002,3234609.0938001
1504364400.0,337.00028003,328.10000003,330.14775381,343.41820274,2856832.8226003
1504368000.0,344.96466,331.37,332.0,336.0,1655411.67879138
1504371600.0,344.99999999,340.42987566,336.8,343.89999975,1176357.36232036
1504375200.0,344.99999599,341.00000001,343.0,341.00000039,646132.8541619
1504378800.0,342.24554473,338.00007,341.00000044,338.299,766344.4132745899
1504382400.0,339.02164004,329.366666,330.50000031,327.02010143,1517348.65594008
1504386000.0,327.02010141,321.72535839,321.72535855,325.9,1708204.73739575
1504389600.0,335.60380463,331.58360329,325.91977371,331.58367002,1713995.7043826901
1504393200.0,335.94950999,334.34999994,331.58360335,344.85,961803.61545185
1504396800.0,351.5,346.99999967,344.85343571,348.0,2211454.5743065802
1504400400.0,352.89992999,347.58725,348.16972934,349.28902996,738867.86333835
1504404000.0,348.99957999,343.8639,344.8985984,348.21784337,741141.77165261
1504407600.0,351.92473993,349.4241569,348.99992998,353.60255705,665970.4955821399
1504411200.0,359.2907822,355.31444003,353.60255703,358.96042973,889847.9440554399
1504414800.0,362.79999989,362.0,358.96042966,367.0,1349717.8520114701
1504418400.0,371.00000003,361.185,361.50000011,356.39902,4002372.9228485003
1504422000.0,359.99978998,355.0,355.0,358.14778991,770927.4497274
1504425600.0,362.89999999,356.35928843,358.14778896,355.00000001,541350.53726923
1504429200.0,355.99999889,346.25136921,348.30000001,346.50000005,1032011.3363274201
1504432800.0,349.50791078,344.0,344.00014004,344.99999998,676005.6742717801
1504436400.0,344.98637825,336.58200099,337.49999996,339.00000002,596224.81390498
1504440000.0,339.99992999,336.666,337.17959689,344.62579922,1259518.0773289301
1504443600.0,345.0,335.5,337.91110979,330.9992999,532663.6625511199
1504447200.0,334.19408998,330.84049392,330.9992999,332.19430001,924192.18513061
1504450800.0,337.0,334.00000004,332.01237149,335.0,700074.01455105
1504454400.0,339.48999999,335.94149757,336.32325668,337.24747458,362842.58778283
1504458000.0,343.00000001,342.67043002,337.24747458,345.59261323,1844632.9852073002
1504461600.0,345.59261324,341.15000006,341.78508319,345.59261318,565908.79903992
1504465200.0,345.59261347,343.80021035,345.59261318,346.08820792,396292.31691601
1504468800.0,346.86229,344.26089001,345.69791705,345.0133223,204972.08234699
1504472400.0,345.0133223,342.00000052,342.00000052,348.85798857,298041.98641165
1504476000.0,348.85798857,347.10469588,347.53645146,348.337,371275.92582995
1504479600.0,351.59999999,349.05754451,348.337,350.671001,552730.21072401
1504483200.0,351.62700994,343.0545412,343.49861813,344.44488977,402793.24224403
1504486800.0,346.37802902,343.11498676,344.9288,342.07867665,541146.78880959
1504490400.0,343.00000005,341.60042002,342.07867665,344.29,235606.87989696
1504494000.0,344.99999993,342.0,342.8400756,344.29999922,160458.90490818
1504497600.0,345.10969997,342.9999902,343.00069023,342.10963005,82453.98759891
1504501200.0,344.10984123,342.10963014,342.10963014,340.96006608,258397.31913697
1504504800.0,341.03502774,335.26128004,335.26128004,337.13042314,945330.68010956
1504508400.0,338.76032595,328.65391,328.65391,317.99999996,3304266.8395499303
1504512000.0,318.0,300.1,300.5,305.88704996,6169892.625422999
1504515600.0,310.82154664,308.52883191,305.88698,313.41,2172238.9498483697
1504519200.0,319.11111111,312.00007001,313.00000004,312.00007003,2009881.53657143
1504522800.0,312.68013768,299.99992999,303.87314,298.0,4068089.1607003002
1504526400.0,300.0,289.0,293.04931932,291.08,4042380.5842034
1504530000.0,301.5,294.00001,291.9998599,295.59999991,1723476.6964561401
1504533600.0,294.99999999,286.1,289.99999999,278.99999997,3535568.87033379
1504537200.0,282.0,272.20014,274.45199845,285.30068221,4176147.0509395003
1504540800.0,286.47062,277.02333333,278.85014011,281.0,2569958.60324592
1504544400.0,285.0,279.27885656,280.78496895,277.01422993,2148080.35730621
1504548000.0,285.00000006,284.4999999,277.01422993,294.4,2695851.83010302
1504551600.0,305.93398,300.01010101,293.03823452,301.00000001,3785715.0670342
1504555200.0,302.99993,296.27558004,301.10000002,304.640097,2194565.99169217
1504558800.0,313.62220574,311.00000001,304.99999996,312.4,2097766.0111545
1504562400.0,312.45,305.14203,307.2791774,301.00000002,1814600.68999777
1504566000.0,302.0,294.6,296.0,296.51052269,1661973.81011008
1504569600.0,299.13063001,287.5,290.731,289.99999988,1285112.99002604
1504573200.0,290.45543005,281.18221,281.438475,268.0,2143611.69910794
1504576800.0,279.49467999,272.93757003,268.0,282.5,2066994.1111509502
1504580400.0,282.51999999,273.00000001,275.99999999,275.00000011,1002496.0096094899
1504584000.0,279.180473,274.99972007,274.99972007,281.60000006,1017826.90061945
1504587600.0,281.99999995,275.31,276.49985992,273.32825008,819878.87458217
1504591200.0,281.00000001,279.52039484,273.32825008,287.43844952,1229079.460088
1504594800.0,293.913,287.43844955,287.57205003,297.3,2164311.5941863703
1504598400.0,299.029,291.80000005,295.90289997,288.55021,1846319.6504166601
1504602000.0,290.29996511,285.58921,285.58921,291.78225999,1327511.18596188
1504605600.0,298.10700002,291.1,291.78247014,294.3,696355.1315828899
1504609200.0,294.29999993,292.75956002,292.75956002,298.50616997,1049663.58357414
1504612800.0,304.0,298.60000002,298.50616997,299.02666666,2046096.32858429
1504616400.0,304.9999999,302.70000011,299.98999994,305.8189989,1708478.91589069
1504620000.0,306.34908996,303.0,304.59989998,305.0,728048.14142118
1504623600.0,305.00000001,298.5,298.97,296.97,1222624.5238564
1504627200.0,301.47299991,298.00000004,297.0,301.89999943,1285465.37927943
1504630800.0,308.5395467,306.17333199,301.42940499,307.94999996,1924615.86897507
1504634400.0,311.94390278,310.5,307.94999988,313.21,2385180.17077874
1504638000.0,318.23872,316.06070035,313.21,318.0,1140807.30827565
1504641600.0,318.15554,313.30589075,314.20000002,317.00007002,1343391.9842676502
1504645200.0,319.0,315.0,315.0,310.9,644765.93110579
1504648800.0,315.60264878,315.0,310.9,320.59999992,630943.61924435
1504652400.0,322.99999999,319.21010515,319.21010516,316.0,1292091.64269418
1504656000.0,321.59240002,318.0,315.83941667,323.67092998,722300.4475237001
1504659600.0,328.0,321.94999998,323.50118753,332.2700017,1608644.0971714598
1504663200.0,332.9998599,327.3,329.00021001,328.87,1207125.8109936
